,Pclass,Age,SibSp,Parch,Fare,Cabin,Title_ Master,Title_ Miss,Title_ Mr,Title_ Mrs,Title_others,Sex_female,Sex_male,Embarked_0,Embarked_1,Embarked_2,Pclass_1,Pclass_2,Pclass_3,Isalone
295,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
296,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
297,1,0,1,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
298,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
299,1,1,0,1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
300,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
301,3,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0
302,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
303,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0
304,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
305,1,0,1,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0
306,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
307,1,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
308,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0
309,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
310,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
311,1,0,2,2,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
312,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
313,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
314,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
315,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
316,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
317,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.0
318,1,1,0,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
319,1,1,1,1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
320,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
321,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
322,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0
323,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
324,3,1,3,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
325,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
326,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
327,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0
328,3,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
329,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
330,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0
331,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
332,1,1,0,1,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
333,3,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
334,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
335,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
336,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
337,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
338,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
339,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
340,2,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.0
341,1,1,3,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
342,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
343,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
344,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
345,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
346,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
347,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
348,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
349,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
350,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
351,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
352,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0
353,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
354,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
355,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
356,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
357,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
358,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
359,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
360,3,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
361,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0
362,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0
363,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
364,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0
365,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
366,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
367,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1.0
368,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
369,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1.0
370,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
371,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
372,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
373,1,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
374,3,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
375,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
376,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
377,1,1,0,2,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
378,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
379,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
380,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
381,3,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
382,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
383,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
384,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
385,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
386,3,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
387,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
388,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
389,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1.0
390,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
391,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
392,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
393,1,1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
394,3,1,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
395,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
396,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
397,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
398,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.0
399,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0
400,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
401,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
402,3,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
403,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
404,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
405,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
406,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
407,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.0
408,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
409,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
410,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
411,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
412,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0
413,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
414,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
415,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1.0
416,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
417,2,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
418,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
419,3,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
420,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
421,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
422,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
423,3,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
424,3,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
425,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
426,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
427,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
428,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
429,3,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
430,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
431,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
432,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
433,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
434,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
435,1,0,1,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
436,3,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
437,2,1,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
438,1,2,1,3,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
439,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
440,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
441,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
442,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
443,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1.0
444,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
445,1,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0
446,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
447,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
448,3,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
449,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1.0
450,2,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
451,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
452,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
453,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
454,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
455,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
456,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
457,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
458,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
459,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
460,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
461,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
462,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
463,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
464,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
465,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
466,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
467,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
468,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
469,3,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
470,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
471,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
472,2,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
473,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1.0
474,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
475,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
476,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
477,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
478,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
479,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
480,3,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
481,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
482,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
483,3,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1.0
484,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
485,3,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
486,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
487,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
488,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
489,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
490,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
491,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
492,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
493,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
494,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
495,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
496,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
497,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
498,1,1,1,2,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
499,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
500,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
501,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
502,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
503,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
504,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
505,1,0,1,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
506,2,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
507,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
508,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
509,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
510,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
511,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
512,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
513,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
514,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
515,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
516,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0
517,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
518,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
519,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
520,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
521,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
522,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
523,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
524,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
525,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
526,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
527,1,1,0,0,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
528,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
529,2,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
530,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
531,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
532,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0
533,3,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0
534,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
535,2,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
536,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1.0
537,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
538,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
539,1,1,0,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
540,1,1,0,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
541,3,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
542,3,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
543,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
544,1,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
545,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
546,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
547,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.0
548,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
549,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.0
550,1,0,0,2,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
551,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
552,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
553,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
554,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
555,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
556,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.0
557,1,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
558,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
559,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
560,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
561,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
562,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
563,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
564,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
565,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
566,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
567,3,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
568,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
569,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
570,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
571,1,1,2,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
572,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
573,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
574,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
575,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
576,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
577,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
578,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0
579,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
580,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
581,1,1,1,1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
582,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
583,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
584,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
585,1,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
586,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
587,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
588,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
589,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
590,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
591,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
592,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
