,Pclass,Age,SibSp,Parch,Fare,Cabin,Title_ Master,Title_ Miss,Title_ Mr,Title_ Mrs,Title_others,Sex_female,Sex_male,Embarked_0,Embarked_1,Embarked_2,Pclass_1,Pclass_2,Pclass_3,Isalone
593,3,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0
594,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
595,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
596,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
597,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
598,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
599,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0
600,2,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
601,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
602,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
603,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
604,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
605,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
606,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
607,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
608,2,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.0
609,1,1,0,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
610,3,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
611,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
612,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0
613,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
614,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
615,2,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
616,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
617,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
618,2,0,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
619,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
620,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0
621,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
622,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0
623,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
624,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
625,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
626,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.0
627,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
628,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
629,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
630,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
631,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
632,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1.0
633,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
634,3,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
635,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
636,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
637,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
638,3,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
639,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
640,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
641,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1.0
642,3,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
643,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
644,3,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
645,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
646,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
647,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1.0
648,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
649,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
650,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
651,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
652,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
653,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
654,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
655,2,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
656,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
657,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0
658,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
659,1,1,0,2,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
660,1,1,2,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0.0
661,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
662,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
663,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
664,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
665,2,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
666,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
667,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
668,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
669,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
670,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
671,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
672,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
673,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
674,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
675,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
676,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
677,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
678,3,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
679,1,1,0,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
680,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
681,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
682,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
683,3,0,3,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
684,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
685,2,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0
686,3,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
687,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
688,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
689,1,0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
690,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
691,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
692,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
693,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
694,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1.0
695,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
696,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
697,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
698,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0
699,3,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
700,1,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
701,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
702,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
703,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
704,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
705,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
706,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0
707,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
708,1,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
709,3,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0
710,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1.0
711,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
712,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
713,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
714,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
715,3,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
716,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
717,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
718,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
719,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
720,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
721,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
722,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
723,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
724,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
725,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
726,2,1,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
727,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
728,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
729,3,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
730,1,1,0,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
731,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
732,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
733,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
734,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
735,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
736,3,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
737,1,1,0,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
738,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
739,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
740,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
741,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
742,1,1,2,2,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
743,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
744,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
745,1,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0.0
746,3,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
747,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0
748,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0
749,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
750,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0
751,3,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
752,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
753,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
754,2,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
755,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.0
756,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
757,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
758,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
759,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1.0
760,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
761,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
762,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
763,1,1,1,2,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
764,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
765,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
766,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1.0
767,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
768,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0
769,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
770,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
771,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
772,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0
773,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
774,2,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
775,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
776,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
777,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
778,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
779,1,1,0,1,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
780,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1.0
781,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
782,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
783,3,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
784,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
785,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
786,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
787,3,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.0
788,3,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
789,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
790,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
791,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
792,3,1,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
793,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
794,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
795,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
796,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1.0
797,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1.0
798,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
799,3,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
800,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
801,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
802,1,0,1,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0
803,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0
804,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
805,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
806,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
807,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
808,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
809,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
810,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
811,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
812,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
813,3,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
814,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
815,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
816,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
817,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0
818,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
819,3,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
820,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
821,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
822,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1.0
823,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
824,3,0,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
825,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
826,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
827,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0
828,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
829,1,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
830,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0
831,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.0
832,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
833,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
834,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
835,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0
836,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
837,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
838,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
839,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
840,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
841,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
842,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0
843,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
844,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
845,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
846,3,1,3,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
847,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
848,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.0
849,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
850,3,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
851,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
852,3,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
853,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
854,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
855,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0
856,1,1,1,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
857,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
858,3,1,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0
859,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.0
860,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
861,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0
862,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1.0
863,3,1,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
864,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
865,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.0
866,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0
867,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
868,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
869,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0
870,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
871,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0
872,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1.0
873,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
874,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.0
875,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1.0
876,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
877,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
878,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
879,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0
880,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
881,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
882,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0
883,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0
884,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1.0
885,3,1,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0
886,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1.0
887,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0
888,3,1,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0
889,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1.0
890,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0
